Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
8035-BUYVG,Male,39,Yes,0,Running Springs,92382,34.186211,-117.07683,1,40,Offer B,No,,,Yes,DSL,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,42.35,1716.45,0,0,0,1716.45,0,Attitude,Attitude of support person
8042-JVNFH,Male,23,No,0,Olancha,93549,36.296851,-117.865469,0,1,None,Yes,35.28,No,Yes,Fiber Optic,51,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,0,0,35.28,106.63,0,Attitude,Attitude of support person
8051-HJRLT,Female,72,No,0,Wrightwood,92397,34.358321,-117.618263,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0,0,18.2,88.75,0,Attitude,Attitude of service provider
8053-WWDRO,Female,62,Yes,0,San Diego,92109,32.787836,-117.232376,1,6,None,Yes,31.7,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.5,146.3,0,0,190.2,336.5,0,Competitor,Competitor made better offer
8058-INTPH,Female,57,No,0,San Diego,92109,32.787836,-117.232376,0,1,None,Yes,22.48,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,79.65,0,0,22.48,102.13,0,Competitor,Competitor made better offer
8058-JMEQO,Female,76,No,0,San Diego,92121,32.898613,-117.202937,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0,0,116.19,878.69,0,Competitor,Competitor made better offer
8062-YBDOE,Male,70,No,0,Canyon Country,91351,34.422519,-118.420717,0,1,None,Yes,7.23,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0,0,7.23,76.88,0,Other,Don't know
8063-GBATB,Female,74,No,0,Cobb,95426,38.838088,-122.73203,0,27,None,Yes,31.17,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0,0,841.59,3128.84,0,Competitor,Competitor had better devices
8063-RJYNF,Male,27,No,0,Richmond,94804,37.921034,-122.341798,0,16,None,Yes,20.44,No,Yes,Fiber Optic,59,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0,140,327.04,1950.29,0,Competitor,Competitor offered higher download speeds
8065-YKXKD,Female,39,No,0,San Diego,92126,32.886925,-117.152162,0,10,None,Yes,5.63,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,799.65,0,0,56.3,855.95,0,Other,Don't know
8066-POXGX,Female,28,No,0,Fresno,93720,36.878709,-119.7645,0,13,Offer D,No,,,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,446.1,0,0,0,446.1,0,Attitude,Attitude of service provider
8073-IJDCM,Female,44,No,0,Rescue,95672,38.724322,-120.991237,0,1,Offer E,Yes,26.37,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.3,20.3,0,0,26.37,46.67,0,Price,Long distance charges
8079-XRJRS,Male,39,Yes,0,Pleasant Grove,95668,38.833554,-121.498102,5,65,Offer B,Yes,49.33,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.75,5769.6,18.72,0,3206.45,8957.33,0,Dissatisfaction,Network reliability
8080-DDEMJ,Male,71,No,0,Glendale,91204,34.136306,-118.26036,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0,0,15.28,60.38,0,Attitude,Attitude of support person
8083-YTZES,Male,52,No,0,San Diego,92113,32.697098,-117.116587,0,4,None,Yes,47.82,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,265.35,0,0,191.28,456.63,0,Attitude,Attitude of support person
8086-OVPWV,Male,58,No,0,San Diego,92117,32.825086,-117.199424,0,2,None,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0,10,52.94,244.04,0,Competitor,Competitor made better offer
8098-LLAZX,Female,74,No,0,San Diego,92122,32.85723,-117.209774,0,4,Offer E,Yes,31.61,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,396.1,0,0,126.44,522.54,0,Competitor,Competitor made better offer
8111-RKSPX,Male,20,No,0,Santa Rosa,95401,38.460517,-122.790335,0,4,Offer E,Yes,29.98,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.2,305.55,0,0,119.92,425.47,0,Dissatisfaction,Service dissatisfaction
8111-SLLHI,Male,65,Yes,0,San Jose,95128,37.316146,-121.936285,1,39,None,Yes,33.25,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.65,4284.8,0,0,1296.75,5581.55,0,Attitude,Attitude of support person
8118-LSUEL,Male,74,No,0,Roseville,95678,38.759751,-121.288545,0,23,None,Yes,17.62,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,0,0,405.26,2888.76,0,Dissatisfaction,Product dissatisfaction
8128-YVJRG,Female,61,No,0,Berkeley,94709,37.878554,-122.26609,0,7,None,Yes,40.32,Yes,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,604.7,0,0,282.24,886.94,0,Attitude,Attitude of support person
8149-RSOUN,Female,49,No,0,Dorris,96023,41.949216,-122.050062,0,1,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0,0,16.15,110,0,Competitor,Competitor offered more data
8155-IBNHG,Female,55,Yes,0,San Diego,92103,32.747484,-117.166877,1,24,None,Yes,17.73,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.4,1747.85,0,0,425.52,2173.37,0,Attitude,Attitude of support person
8166-ZZTFS,Female,74,Yes,0,Roseville,95661,38.736685,-121.251984,1,66,None,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,0,0,1432.2,6697.3,0,Attitude,Attitude of support person
8168-UQWWF,Female,48,No,2,Los Angeles,90042,34.11572,-118.192754,0,11,None,Yes,27.57,Yes,Yes,Cable,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.85,1105.4,0,0,303.27,1408.67,0,Competitor,Competitor offered more data
8178-EYZUO,Male,48,No,0,San Francisco,94105,37.789168,-122.395009,0,46,None,Yes,15.78,Yes,Yes,Fiber Optic,3,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.7,4154.8,0,0,725.88,4880.68,0,Price,Extra data charges
8182-BJDSI,Female,56,No,0,Santa Ana,92705,33.766004,-117.786763,0,28,Offer C,Yes,30.28,Yes,Yes,Fiber Optic,30,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,2625.55,0,0,847.84,3473.39,0,Attitude,Attitude of service provider
8182-PNAGI,Male,50,No,0,Pico Rivera,90660,33.989524,-118.089299,0,12,None,Yes,46.58,No,Yes,DSL,26,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.25,593.75,0,120,558.96,1272.71,0,Price,Extra data charges
8183-ONMXC,Female,41,No,0,San Diego,92117,32.825086,-117.199424,0,2,None,Yes,5.11,No,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-1,159.45,0,0,10.22,169.67,0,Competitor,Competitor made better offer
8185-UPYBR,Male,33,Yes,0,Hermosa Beach,90254,33.86532,-118.396336,4,6,None,Yes,21.23,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,438,0,0,127.38,565.38,0,Dissatisfaction,Product dissatisfaction
8199-ZLLSA,Male,53,No,0,Tujunga,91042,34.296574,-118.244839,0,67,None,Yes,22.66,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.35,7804.15,0,0,1518.22,9322.37,0,Competitor,Competitor had better devices
8205-OTCHB,Male,51,No,0,Riverside,92506,33.930931,-117.361788,0,22,Offer D,No,,,Yes,DSL,16,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.75,903.6,0,0,0,903.6,0,Dissatisfaction,Network reliability
8225-BTJAU,Male,75,No,0,Stinson Beach,94970,37.921137,-122.657562,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0,0,75.1,868.65,0,Competitor,Competitor had better devices
8229-TNIQA,Female,36,No,0,Pasadena,91105,34.13946,-118.166649,0,4,Offer E,Yes,39.9,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.3,196.95,0,0,159.6,356.55,0,Other,Don't know
8245-UMPYT,Female,66,No,0,Lockwood,93932,35.989792,-121.055933,0,16,None,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,0,Dissatisfaction,Poor expertise of phone support
8257-RZAHR,Female,51,Yes,0,San Jose,95134,37.42765,-121.945416,1,14,Offer D,Yes,20.4,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.7,941,0,0,285.6,1226.6,0,Competitor,Competitor offered more data
8258-GSTJK,Male,74,No,0,San Pedro,90732,33.744119,-118.31448,0,3,None,Yes,48.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77,237.75,0,0,145.02,382.77,0,Competitor,Competitor had better devices
8260-NGFNY,Female,29,No,0,Phelan,92371,34.441123,-117.537886,0,1,None,No,,,Yes,DSL,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.2,25.2,0,0,0,25.2,0,Other,Don't know
8263-JQAIK,Male,66,No,0,Palmdale,93591,34.598221,-117.79593,0,2,None,No,,,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0,0,0,47.5,0,Competitor,Competitor offered more data
8267-ZNYVZ,Female,47,Yes,0,Spring Valley,91977,32.726627,-116.994608,1,33,None,Yes,15.66,No,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.75,3361.05,0,100,516.78,3977.83,0,Attitude,Attitude of service provider
8276-MQBYC,Male,70,No,0,Los Angeles,90028,34.099869,-118.326843,0,51,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,0,0,993.99,5907.29,0,Price,Long distance charges
8280-MQRQN,Female,39,No,0,Arnold,95223,38.32153,-120.236358,0,1,Offer E,Yes,23.7,No,Yes,Cable,17,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.45,50.45,0,0,23.7,74.15,0,Dissatisfaction,Network reliability
8290-YWKHZ,Female,69,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,32,None,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931,17.88,0,1079.68,3992.8,0,Competitor,Competitor made better offer
8292-TYSPY,Male,55,No,0,Los Angeles,90048,34.072945,-118.37267,0,19,Offer D,Yes,4.3,No,Yes,Cable,23,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,55,1046.5,0,30,81.7,1158.2,0,Competitor,Competitor offered more data
8305-VHZBZ,Male,55,No,0,San Diego,92154,32.578103,-117.012975,0,1,None,Yes,13.27,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.2,20.2,0,0,13.27,33.47,0,Price,Long distance charges
8327-LZKAS,Female,80,Yes,0,Pomona,91767,34.083086,-117.737997,1,43,None,Yes,13.84,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,107.55,4533.9,0,140,595.12,5269.02,0,Dissatisfaction,Service dissatisfaction
8329-IBCTI,Female,50,No,0,Cotati,94931,38.326215,-122.718742,0,1,Offer E,Yes,6.08,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.65,19.65,0,0,6.08,25.73,0,Competitor,Competitor made better offer
8337-MSSXB,Female,64,No,0,Trabuco Canyon,92679,33.631119,-117.567346,0,14,None,Yes,29.3,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.3,1180.95,0,10,410.2,1601.15,0,Attitude,Attitude of service provider
8337-UPOAQ,Male,71,Yes,0,Wrightwood,92397,34.358321,-117.618263,0,10,None,Yes,16.88,Yes,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,914.3,0,0,168.8,1083.1,0,Competitor,Competitor made better offer
8348-HFYIV,Male,21,No,0,Oakland,94601,37.776523,-122.219268,0,2,Offer E,No,,,Yes,DSL,51,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.25,90.35,0,0,0,90.35,0,Dissatisfaction,Limited range of services
8357-EQXFO,Female,46,No,0,Union City,94587,37.59485,-122.051521,0,7,Offer E,Yes,48.36,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,660.9,34.29,0,338.52,965.13,0,Competitor,Competitor made better offer
8361-LTMKD,Male,75,Yes,0,Fallbrook,92028,33.362575,-117.299644,0,4,None,Yes,10.61,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.4,306.6,0,20,42.44,369.04,0,Competitor,Competitor made better offer
8364-TRMMK,Female,51,No,0,San Jose,95132,37.424655,-121.74841,0,3,Offer E,Yes,22.56,Yes,Yes,Cable,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.65,151.3,0,0,67.68,218.98,0,Dissatisfaction,Lack of self-service on Website
8372-JUXUI,Male,32,No,0,San Bernardino,92410,34.106922,-117.297553,0,1,None,Yes,14.02,Yes,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35,0,0,14.02,88.37,0,Competitor,Competitor had better devices
8374-XGEJJ,Male,68,Yes,0,Temecula,92590,33.475493,-117.219551,8,43,Offer B,Yes,31.25,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101,4388.4,0,150,1343.75,5882.15,0,Dissatisfaction,Product dissatisfaction
8375-DKEBR,Female,72,No,0,Hermosa Beach,90254,33.86532,-118.396336,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0,0,34.51,104.11,0,Competitor,Competitor had better devices
8380-PEFPE,Male,60,No,0,Avalon,90704,33.391181,-118.421305,0,1,None,Yes,17.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0,0,17.54,89.19,0,Competitor,Competitor had better devices
8382-SHQEH,Female,58,Yes,0,Rancho Cucamonga,91739,34.133809,-117.523724,1,8,None,Yes,29,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,764.95,0,0,232,996.95,0,Price,Long distance charges
8387-MOJJT,Female,53,Yes,0,Nubieber,96068,41.082472,-121.195215,1,42,None,Yes,34.02,No,Yes,Fiber Optic,18,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.95,3384,0,0,1428.84,4812.84,0,Competitor,Competitor made better offer
8393-DLHGA,Male,55,No,0,Palermo,95968,39.435756,-121.552071,0,25,None,Yes,5.27,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2448.75,0,0,131.75,2580.5,0,Competitor,Competitor offered more data
8397-MVTAZ,Male,22,Yes,0,Sun City,92587,33.69887,-117.25071,2,34,Offer C,Yes,23.09,Yes,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.05,3480,0,20,785.06,4285.06,0,Dissatisfaction,Poor expertise of online support
8399-YNDCH,Male,80,No,0,Columbia,95310,38.085839,-120.37855,0,21,None,Yes,34.62,No,Yes,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0,0,727.02,1963.17,0,Competitor,Competitor had better devices
8413-VONUO,Male,34,No,0,Grimes,95950,39.033058,-121.895718,0,2,None,Yes,16.76,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,167.3,0,0,33.52,200.82,0,Dissatisfaction,Limited range of services
8414-MYSHR,Male,79,No,0,Arcadia,91007,34.128284,-118.047732,0,5,None,Yes,4.59,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0,0,22.95,472.7,0,Dissatisfaction,Network reliability
8417-FMLZI,Male,47,Yes,0,Santa Cruz,95060,36.993451,-122.098858,1,6,None,Yes,26.91,No,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.55,477.55,0,0,161.46,639.01,0,Dissatisfaction,Product dissatisfaction
8429-XIBUM,Male,44,No,0,Oakland,94618,37.84551,-122.235181,0,22,Offer D,Yes,10.33,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,2317.1,0,0,227.26,2544.36,0,Price,Extra data charges
8433-WXGNA,Male,55,No,0,Salinas,93906,36.722898,-121.633648,0,2,None,Yes,42.16,No,Yes,Cable,2,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,189.2,0,0,84.32,273.52,0,Other,Don't know
8436-BJUMM,Male,62,Yes,0,Albany,94706,37.890274,-122.295192,1,26,Offer C,Yes,35.9,Yes,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0,0,933.4,3004,0,Competitor,Competitor offered higher download speeds
8443-WVPSS,Male,58,Yes,0,Galt,95632,38.274451,-121.259201,5,10,None,Yes,43.28,No,Yes,Fiber Optic,12,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,990.9,0,0,432.8,1423.7,0,Dissatisfaction,Service dissatisfaction
8443-ZRDBZ,Male,62,No,0,Fontana,92336,34.136367,-117.460803,0,4,None,Yes,42.44,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,318.9,0,0,169.76,488.66,0,Price,Long distance charges
8444-WRIDW,Female,72,No,0,Thousand Oaks,91362,34.191842,-118.822796,0,66,None,Yes,45.59,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0,140,3008.94,8373.29,0,Attitude,Attitude of support person
8450-JOVAH,Male,62,Yes,3,Agoura Hills,91301,34.129058,-118.759788,1,2,None,Yes,5.67,Yes,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0,0,11.34,124.89,0,Competitor,Competitor offered higher download speeds
8473-VUVJN,Male,80,No,0,Temecula,92590,33.475493,-117.219551,0,1,None,Yes,39.88,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0,0,39.88,113.53,0,Attitude,Attitude of service provider
8481-YYXWG,Female,30,No,0,Hume,93628,36.807595,-118.901544,0,5,Offer E,Yes,10.11,No,Yes,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0,0,50.55,512.25,0,Dissatisfaction,Network reliability
8485-GJCDN,Female,71,No,0,San Diego,92109,32.787836,-117.232376,0,5,None,Yes,30.05,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0,0,150.25,468.75,0,Competitor,Competitor made better offer
8496-EJAUI,Male,47,No,0,Tujunga,91042,34.296574,-118.244839,0,19,Offer D,Yes,1.79,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0,130,34.01,1588.51,0,Attitude,Attitude of support person
8510-AWCXC,Female,69,No,0,Novato,94945,38.135897,-122.563683,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0,0,93.86,1401.96,0,Attitude,Attitude of support person
8515-OCTJS,Female,61,No,0,Lemoore,93245,36.303666,-119.825657,0,25,Offer C,Yes,19.75,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.75,692.1,0,0,493.75,1185.85,0,Competitor,Competitor made better offer
8519-IMDHU,Male,74,Yes,0,Alderpoint,95511,40.166028,-123.584144,1,15,None,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0,0,678.75,2024.3,0,Competitor,Competitor had better devices
8519-QJGJD,Female,42,No,0,Twain,95984,40.022184,-121.062384,0,14,Offer D,Yes,18.74,No,Yes,Cable,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,0,0,262.36,1288.31,0,Attitude,Attitude of service provider
8559-CIZFV,Male,34,Yes,0,Annapolis,95412,38.731055,-123.316553,1,21,Offer D,Yes,17.57,Yes,Yes,Cable,14,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625,18.39,80,368.97,2055.58,0,Other,Don't know
8563-IIOXK,Male,24,Yes,0,Duarte,91010,34.145695,-117.95982,4,7,Offer E,Yes,36.14,No,Yes,DSL,85,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0,0,252.98,584.28,0,Competitor,Competitor offered higher download speeds
8565-CLBZW,Male,23,No,0,San Diego,92117,32.825086,-117.199424,0,24,None,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0,0,671.28,2836.33,0,Competitor,Competitor made better offer
8580-AECUZ,Male,65,No,0,San Diego,92130,32.957195,-117.202542,0,1,None,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0,0,42.3,121.4,0,Competitor,Competitor made better offer
8580-QVLOC,Female,78,Yes,0,Merced,95348,37.40122,-120.514191,0,72,None,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0,0,1855.44,8295.69,0,Competitor,Competitor made better offer
8593-WHYHV,Male,46,No,0,Los Angeles,90047,33.958149,-118.308441,0,3,Offer E,Yes,14.28,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0,0,42.84,307.64,0,Other,Don't know
8601-QACRS,Female,54,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,Offer E,Yes,37.1,Yes,Yes,Cable,2,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,0,20,185.5,455.45,0,Competitor,Competitor made better offer
8603-IJWDN,Male,41,No,0,Pinole,94564,37.996462,-122.293716,0,1,Offer E,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0,0,5.43,92.03,0,Competitor,Competitor offered higher download speeds
8610-WFCJF,Female,53,Yes,0,Palo Alto,94303,37.45809,-122.115398,2,49,None,Yes,49.63,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0,0,2431.87,7215.37,0,Competitor,Competitor offered higher download speeds
8614-VGMMV,Female,33,No,0,Riverside,92503,33.890046,-117.455583,0,15,None,Yes,9.71,Yes,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0,0,145.65,825.2,0,Competitor,Competitor had better devices
8621-MNIHH,Female,75,Yes,0,Madison,95653,38.674276,-121.961866,1,34,None,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0,0,97.92,3315.47,0,Competitor,Competitor had better devices
8623-TMRBY,Male,80,Yes,0,Chula Vista,91915,32.605012,-116.97595,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0,0,2222.58,6368.63,0,Competitor,Competitor offered more data
8624-GIOUT,Female,40,No,0,Seeley,92273,32.790282,-115.689559,0,49,Offer B,Yes,35.87,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0,0,1757.63,4691.93,0,Other,Don't know
